"","country","long","lat","program","year","investment","invLog"
"106820","Nigeria",-8.08,9.56,"ESFSS","1989",1.1e+07,7.04139268515823
"106827","Nigeria",-8.08,9.56,"OAGP","1989",60000,4.77815125038364
"106829","Nigeria",-8.08,9.56,"OUSAID","1989",32641000,7.51376345546875
"106839","Oceania_not_specified",-130.84,-12.47,"ESFSS","1989",1e+07,7
"106842","Oceania_not_specified",-130.84,-12.47,"OAGP","1989",12760000,7.10585067438514
"106843","Oceania_not_specified",-130.84,-12.47,"OUSAID","1989",8049000,6.9057419273916
"106844","Oceania_not_specified",-130.84,-12.47,"PC","1989",6055000,6.78211414747907
"106845","Oceania_not_specified",-130.84,-12.47,"S416","1989",2064000,6.31470969295517
"106850","Oman",-56.85,21.01,"ESFSS","1989",1.5e+07,7.17609125905568
"106859","Pakistan",-68.76,29.32,"ESFSS","1989",2.15e+08,8.33243845991561
"106864","Pakistan",-68.76,29.32,"NC","1989",6800000,6.83250891270624
"106868","Pakistan",-68.76,29.32,"OUSAID","1989",50020000,7.69914368739448
"106870","Pakistan",-68.76,29.32,"PC","1989",328000,5.51587384371168
"106871","Pakistan",-68.76,29.32,"S416","1989",3970000,6.59879050676312
"106872","Pakistan",-68.76,29.32,"T1","1989",7.6e+07,7.88081359228079
"106886","Panama",80.41,8.6,"OAGP","1989",667000,5.82412583391655
"106892","Panama",80.41,8.6,"T2","1989",254000,5.40483371661994
"106902","Papua_New_Guinea",-146.86,-6.12,"PC","1989",1788000,6.2523675144599
"106907","Paraguay",58.39,-23.24,"ESFSS","1989",1e+05,5
"106911","Paraguay",58.39,-23.24,"NC","1989",4e+05,5.60205999132796
"106913","Paraguay",58.39,-23.24,"OAGP","1989",585000,5.76715586608218
"106915","Paraguay",58.39,-23.24,"OUSAID","1989",1271000,6.10414555055401
"106916","Paraguay",58.39,-23.24,"PC","1989",2727000,6.43568513794163
"106922","Peru",75.11,-9.21,"ESFSS","1989",2e+06,6.30102999566398
"106928","Peru",75.11,-9.21,"NC","1989",10500000,7.02118929906994
"106930","Peru",75.11,-9.21,"OAGP","1989",333000,5.52244423350632
"106932","Peru",75.11,-9.21,"OUSAID","1989",19964000,7.30024756119408
"106935","Peru",75.11,-9.21,"S416","1989",6158000,6.78943968456718
"106936","Peru",75.11,-9.21,"T1","1989",1e+07,7
"106937","Peru",75.11,-9.21,"T2","1989",15525000,7.19103160884862
"106942","Philippines",-122.71,12.02,"ESFSS","1989",2.98e+08,8.47421626407625
"106951","Philippines",-122.71,12.02,"OUSAID","1989",48554000,7.68622501398386
"106953","Philippines",-122.71,12.02,"PC","1989",5856000,6.76760106805034
"106954","Philippines",-122.71,12.02,"S416","1989",20554000,7.31289635219171
"106956","Philippines",-122.71,12.02,"T2","1989",15997000,7.20403854480553
"106958","Poland",-19.38,52.15,"ESFSS","1989",3e+06,6.47712125471966
"106965","Poland",-19.38,52.15,"OUSAID","1989",330000,5.51851393987789
"106971","Portugal",8.35,39.64,"ESFSS","1989",5e+07,7.69897000433602
"107020","Rwanda",-29.92,-2,"OAGP","1989",360000,5.55630250076729
"107022","Rwanda",-29.92,-2,"OUSAID","1989",8589000,6.93394260274126
"107023","Rwanda",-29.92,-2,"PC","1989",419000,5.6222140229663
"107025","Rwanda",-29.92,-2,"T2","1989",752000,5.87621784059164
"107028","Samoa",-172.89,-13.49,"OUSAID","1989",150000,5.17609125905568
"107029","Samoa",-172.89,-13.49,"PC","1989",1315000,6.11892575282578
"107036","Sao_Tome_and_Principe",-6.73,0.35,"OAGP","1989",18000,4.25527250510331
"107038","Sao_Tome_and_Principe",-6.73,0.35,"OUSAID","1989",315000,5.4983105537896
"107040","Sao_Tome_and_Principe",-6.73,0.35,"T2","1989",1254000,6.0982975364947
"107052","Senegal",14.6,14.9,"ESFSS","1989",2.5e+07,7.39794000867204
"107058","Senegal",14.6,14.9,"NC","1989",32000,4.50514997831991
"107060","Senegal",14.6,14.9,"OAGP","1989",532000,5.72591163229505
"107062","Senegal",14.6,14.9,"OUSAID","1989",24314000,7.38585641236141
"107063","Senegal",14.6,14.9,"PC","1989",2501000,6.3981136917305
"107064","Senegal",14.6,14.9,"S416","1989",27000,4.43136376415899
"107065","Senegal",14.6,14.9,"T1","1989",5e+06,6.69897000433602
"107066","Senegal",14.6,14.9,"T2","1989",1339000,6.12678057701201
"107092","Seychelles",-54.56,-5.42,"ESFSS","1989",3e+06,6.47712125471966
"107095","Seychelles",-54.56,-5.42,"OUSAID","1989",60000,4.77815125038364
"107096","Seychelles",-54.56,-5.42,"PC","1989",323000,5.5092025223311
"107097","Seychelles",-54.56,-5.42,"T2","1989",126000,5.10037054511756
"107107","Sierra_Leone",11.84,8.52,"OAGP","1989",119000,5.07554696139253
"107109","Sierra_Leone",11.84,8.52,"OUSAID","1989",645000,5.80955971463527
"107110","Sierra_Leone",11.84,8.52,"PC","1989",2973000,6.47319490920494
"107112","Sierra_Leone",11.84,8.52,"T1","1989",4e+06,6.60205999132796
"107113","Sierra_Leone",11.84,8.52,"T2","1989",3719000,6.57042617835897
"107137","Somalia",-47.17,9.46,"ESFSS","1989",8e+06,6.90308998699194
"107142","Somalia",-47.17,9.46,"OAGP","1989",49000,4.69019608002851
"107144","Somalia",-47.17,9.46,"OUSAID","1989",5172000,6.71365851620836
"107146","Somalia",-47.17,9.46,"S416","1989",206000,5.31386722036915
"107148","Somalia",-47.17,9.46,"T2","1989",7164000,6.85515557717699
"107152","South_Africa",-25.06,-29.05,"ESFSS","1989",13300000,7.12385164096709
"107161","South_Africa",-25.06,-29.05,"OUSAID","1989",19990000,7.30081279411812
"107193","Sri_Lanka",-80.68,7.79,"OUSAID","1989",29219000,7.46566534842533
"107194","Sri_Lanka",-80.68,7.79,"PC","1989",714000,5.85369821177617
"107195","Sri_Lanka",-80.68,7.79,"S416","1989",2166000,6.3356584522893
"107196","Sri_Lanka",-80.68,7.79,"T1","1989",3.1e+07,7.49136169383427
"107197","Sri_Lanka",-80.68,7.79,"T2","1989",5480000,6.73878055848437
"107211","Sub_Saharan_Africa_not_specified",-16.09,8.55,"ESFSS","1989",30003000,7.47716468199653
"107220","Sub_Saharan_Africa_not_specified",-16.09,8.55,"OUSAID","1989",79498000,7.90035620287169
"107228","Sudan",-30.22,16.24,"ESFSS","1989",1142000,6.05766610390983
"107234","Sudan",-30.22,16.24,"OAGP","1989",16000,4.20411998265593
"107236","Sudan",-30.22,16.24,"OUSAID","1989",3498000,6.54381980514266
"107239","Sudan",-30.22,16.24,"T1","1989",3e+07,7.47712125471966
"107240","Sudan",-30.22,16.24,"T2","1989",22175000,7.34586362850376
"107261","Swaziland",-31.5,-26.57,"OUSAID","1989",7043000,6.84775768839233
"107262","Swaziland",-31.5,-26.57,"PC","1989",1581000,6.19893186993221
"107263","Swaziland",-31.5,-26.57,"S416","1989",1172000,6.06892761168207
"107264","Swaziland",-31.5,-26.57,"T2","1989",194000,5.28780172993023
"107306","Tanzania",-34.85,-6.31,"OAGP","1989",474000,5.67577834167408
"107308","Tanzania",-34.85,-6.31,"OUSAID","1989",9657000,6.98484223140528
"107310","Tanzania",-34.85,-6.31,"PC","1989",1212000,6.08350261983027
"107311","Tanzania",-34.85,-6.31,"S416","1989",45000,4.65321251377534
"107313","Tanzania",-34.85,-6.31,"T2","1989",883000,5.94596070357757
"107317","Thailand",-101.1,15.23,"ESFSS","1989",5e+06,6.69897000433602
"107322","Thailand",-101.1,15.23,"NC","1989",4150000,6.61804809671209
"107326","Thailand",-101.1,15.23,"OUSAID","1989",17864000,7.25197871006338
"107328","Thailand",-101.1,15.23,"PC","1989",4011000,6.60325266198165
"107330","Thailand",-101.1,15.23,"T2","1989",1255000,6.09864372581706
"107351","Togo",-0.98,8.51,"OAGP","1989",561000,5.74896286125616
"107353","Togo",-0.98,8.51,"OUSAID","1989",4020000,6.60422605308447
"107354","Togo",-0.98,8.51,"PC","1989",2946000,6.46923274250661
"107357","Togo",-0.98,8.51,"T2","1989",3681000,6.56596581744667
"107366","Trinidad_and_Tobago",61.15,10.7,"NC","1989",270000,5.43136376415899
"107371","Trinidad_and_Tobago",61.15,10.7,"S416","1989",2196000,6.34163233577805
"107375","Tunisia",-9.75,34.36,"ESFSS","1989",11250000,7.05115252244738
"107380","Tunisia",-9.75,34.36,"OUSAID","1989",1307000,6.11627558758054
"107381","Tunisia",-9.75,34.36,"PC","1989",1560000,6.19312459835446
"107383","Tunisia",-9.75,34.36,"T1","1989",22500000,7.35218251811136
"107388","Turkey",-34.93,39.05,"ESFSS","1989",6e+07,7.77815125038364
"107391","Turkey",-34.93,39.05,"NC","1989",350000,5.54406804435028
"107424","Uganda",-32.39,1.28,"OAGP","1989",41000,4.61278385671974
"107426","Uganda",-32.39,1.28,"OUSAID","1989",14229000,7.15317437937153
"107428","Uganda",-32.39,1.28,"S416","1989",1110000,6.04532297878666
"107429","Uganda",-32.39,1.28,"T1","1989",6e+06,6.77815125038364
"107430","Uganda",-32.39,1.28,"T2","1989",850000,5.92941892571429
"107467","Uruguay",56.01,-32.86,"NC","1989",50000,4.69897000433602
"107468","Uruguay",56.01,-32.86,"OAGP","1989",19000,4.27875360095283
"107470","Uruguay",56.01,-32.86,"OUSAID","1989",145000,5.16136800223498
"107500","Venezuela",66.15,7.67,"NC","1989",7e+05,5.84509804001426
"107501","Venezuela",66.15,7.67,"OAGP","1989",42000,4.6232492903979
"107544","West_Bank_Gaza",-35.26,31.95,"T2","1989",2106000,6.32345836684947
"107557","World_not_specified",40,30,"ESFSS","1989",8178000,6.91264710621832
"107561","World_not_specified",40,30,"MRA","1989",491449000,8.69147845570266
"107563","World_not_specified",40,30,"NC","1989",33784000,7.52871106841685
"107565","World_not_specified",40,30,"OAGP","1989",2518000,6.40105572577184
"107567","World_not_specified",40,30,"OUSAID","1989",1269384000,9.10359301993075
"107569","World_not_specified",40,30,"PC","1989",34884000,7.54262627781805
"107572","World_not_specified",40,30,"T2","1989",187797000,8.27368865026315
"107574","World_not_specified",40,30,"VCMO","1989",1314630000,9.11880353870488
"107585","Yemen",-47.91,15.34,"OUSAID","1989",23498000,7.37103089946633
"107586","Yemen",-47.91,15.34,"PC","1989",1408000,6.14860265480609
"107588","Yemen",-47.91,15.34,"T1","1989",1e+07,7
"107589","Yemen",-47.91,15.34,"T2","1989",353000,5.54777470538782
"107601","Zambia",-28,-14.2,"OAGP","1989",288000,5.45939248775923
"107603","Zambia",-28,-14.2,"OUSAID","1989",7201000,6.8573928109209
"107606","Zambia",-28,-14.2,"T1","1989",1e+07,7
"107618","Zimbabwe",-29.87,-19,"OAGP","1989",702000,5.84633711212981
"107620","Zimbabwe",-29.87,-19,"OUSAID","1989",29353000,7.46765249457387
"107625","Afghanistan",-66.03,33.83,"CSH","1990",0,-Inf
"107626","Afghanistan",-66.03,33.83,"DDS","1990",0,-Inf
"107636","Afghanistan",-66.03,33.83,"OSA","1990",139050,5.14317099320018
"107642","Afghanistan",-66.03,33.83,"T2","1990",15083000,7.1784877310474
"107685","Angola",-17.54,-12.33,"T2","1990",2075000,6.31701810104811
"107693","Argentina",65.16,-35.63,"NC","1990",350000,5.54406804435028
"107695","Argentina",65.16,-35.63,"OAGP","1990",619000,5.79169064902012
"107696","Argentina",65.16,-35.63,"OSA","1990",422500,5.62582671328571
"107697","Argentina",65.16,-35.63,"OUSAID","1990",158000,5.19865708695442
"107720","Asia_not_specified",-106.46,36.42,"ESFSS","1990",48081000,7.68197349164788
"107725","Asia_not_specified",-106.46,36.42,"NC","1990",1e+05,5
"107729","Asia_not_specified",-106.46,36.42,"OUSAID","1990",57462000,7.75938073780364
"107762","Bahamas_The",77.64,23.99,"NC","1990",1520000,6.18184358794477
"107785","Bangladesh",-90.06,24.31,"OSA","1990",60820,4.78404641580811
"107786","Bangladesh",-90.06,24.31,"OUSAID","1990",55594000,7.74502792274212
"107789","Bangladesh",-90.06,24.31,"T1","1990",4.8e+07,7.68124123737559
"107790","Bangladesh",-90.06,24.31,"T2","1990",21833000,7.3391134147714
"107794","Barbados",59.55,13.18,"NC","1990",95000,4.97772360528885
"107796","Barbados",59.55,13.18,"OAGP","1990",43000,4.63346845557959
"107821","Belize",-88.63,17.33,"NC","1990",220000,5.34242268082221
"107822","Belize",-88.63,17.33,"OAGP","1990",258000,5.41161970596323
"107824","Belize",-88.63,17.33,"OUSAID","1990",6311000,6.80009818017478
"107826","Belize",-88.63,17.33,"PC","1990",1820000,6.26007138798508
"107837","Benin",2.34,-9.62,"NC","1990",5000,3.69897000433602
"107838","Benin",2.34,-9.62,"OAGP","1990",204000,5.3096301674259
"107840","Benin",2.34,-9.62,"OUSAID","1990",1129000,6.05269394192497
"107841","Benin",2.34,-9.62,"PC","1990",1452000,6.16196661636407
"107842","Benin",2.34,-9.62,"S416","1990",55000,4.74036268949424
"107843","Benin",2.34,-9.62,"T2","1990",2081000,6.31827208021163
"107846","Bhutan",-90.43,27.42,"T2","1990",292000,5.46538285144842
"107850","Bolivia",64.67,-16.71,"ESFSS","1990",33413000,7.52391547069811
"107855","Bolivia",64.67,-16.71,"NC","1990",15700000,7.19589965240923
"107856","Bolivia",64.67,-16.71,"OAGP","1990",307000,5.48713837547719
"107857","Bolivia",64.67,-16.71,"OSA","1990",75000,4.8750612633917
"107858","Bolivia",64.67,-16.71,"OUSAID","1990",25015000,7.39820050721943
"107860","Bolivia",64.67,-16.71,"PC","1990",805000,5.90579588036787
"107862","Bolivia",64.67,-16.71,"T1","1990",2e+07,7.30102999566398
"107863","Bolivia",64.67,-16.71,"T2","1990",13831000,7.14085358132272
"107883","Botswana",-23.81,-22.19,"ESFSS","1990",769000,5.88592633980143
"107888","Botswana",-23.81,-22.19,"OAGP","1990",275000,5.43933269383026
"107890","Botswana",-23.81,-22.19,"OUSAID","1990",8280000,6.91803033678488
"107891","Botswana",-23.81,-22.19,"PC","1990",3224000,6.50839503313305
"107893","Botswana",-23.81,-22.19,"T2","1990",364000,5.56110138364906
"107902","Brazil",52.97,-10.81,"NC","1990",1900000,6.27875360095283
"107904","Brazil",52.97,-10.81,"OAGP","1990",70000,4.84509804001426
"107905","Brazil",52.97,-10.81,"OSA","1990",358122,5.55403100122727
"107911","Brazil",52.97,-10.81,"T2","1990",1146000,6.05918461763137
"107922","Bulgaria",-25.28,42.77,"OSA","1990",2108638,6.32400202872167
"107936","Burkina_Faso",1.75,12.28,"OAGP","1990",8000,3.90308998699194
"107937","Burkina_Faso",1.75,12.28,"OSA","1990",18000,4.25527250510331
"107938","Burkina_Faso",1.75,12.28,"OUSAID","1990",3997000,6.60173414826011
"107940","Burkina_Faso",1.75,12.28,"S416","1990",75000,4.8750612633917
"107941","Burkina_Faso",1.75,12.28,"T2","1990",5711000,6.75671216016477
"107965","Burundi",-29.89,-3.37,"OUSAID","1990",19873000,7.29826343254011
"107966","Burundi",-29.89,-3.37,"PC","1990",830000,5.91907809237607
"107981","Cambodia",-104.81,12.57,"OSA","1990",37000,4.56820172406699
"107996","Cameroon",-12.72,5.68,"OAGP","1990",630000,5.79934054945358
"107998","Cameroon",-12.72,5.68,"OUSAID","1990",22167000,7.34570692127843
"107999","Cameroon",-12.72,5.68,"PC","1990",3338000,6.52348633234323
"108011","Cape_Verde",24.03,16.32,"OAGP","1990",14000,4.14612803567824
"108013","Cape_Verde",24.03,16.32,"OUSAID","1990",3040000,6.48287358360875
"108016","Cape_Verde",24.03,16.32,"T2","1990",4275000,6.63093611906419
"108020","Caribbean_not_specified",76.64,20.38,"ESFSS","1990",2032000,6.30792370361188
"108024","Caribbean_not_specified",76.64,20.38,"NC","1990",1e+05,5
"108026","Caribbean_not_specified",76.64,20.38,"OAGP","1990",522000,5.71767050300226
"108027","Caribbean_not_specified",76.64,20.38,"OUSAID","1990",24953000,7.39712276659758
"108029","Caribbean_not_specified",76.64,20.38,"PC","1990",3202000,6.50542132758328
"108038","Central_African_Republic",-20.49,6.57,"OUSAID","1990",2098000,6.32180548385754
"108039","Central_African_Republic",-20.49,6.57,"PC","1990",2353000,6.37162192717602
"108042","Central_African_Republic",-20.49,6.57,"T2","1990",452000,5.65513843481138
"108056","Central_America_not_specified",-92.26,14.89,"OUSAID","1990",29435000,7.46886404014819
"108060","Chad",-18.94,15.94,"ESFSS","1990",2944000,6.46893780566546
"108063","Chad",-18.94,15.94,"NC","1990",22000,4.34242268082221
"108067","Chad",-18.94,15.94,"OUSAID","1990",8145000,6.91089108864453
"108068","Chad",-18.94,15.94,"PC","1990",1084000,6.03502928220237
"108070","Chad",-18.94,15.94,"T2","1990",1426000,6.15411952551585
"108076","Chile",72.44,-39.12,"NC","1990",153000,5.1846914308176
"108078","Chile",72.44,-39.12,"OAGP","1990",1080000,6.03342375548695
"108079","Chile",72.44,-39.12,"OSA","1990",317000,5.50105926221775
"108080","Chile",72.44,-39.12,"OUSAID","1990",1015000,6.00646604224923
"108101","China_PRC",-104.06,36.55,"OSA","1990",376750,5.57605326098667
"108126","Colombia",73.28,4,"NC","1990",2e+07,7.30102999566398
"108128","Colombia",73.28,4,"OAGP","1990",806000,5.90633504180509
"108129","Colombia",73.28,4,"OSA","1990",112842,5.05247077494226
"108135","Colombia",73.28,4,"T2","1990",178000,5.25042000230889
"108140","Comoros",-43.82,-11.83,"OUSAID","1990",766000,5.8842287696326
"108141","Comoros",-43.82,-11.83,"PC","1990",407000,5.60959440922522
"108142","Comoros",-43.82,-11.83,"T2","1990",33000,4.51851393987789
"108151","Congo_Brazzaville",-15.29,-4.27,"OAGP","1990",187000,5.2718416065365
"108153","Congo_Brazzaville",-15.29,-4.27,"OUSAID","1990",582000,5.76492298464989
"108154","Congo_Brazzaville",-15.29,-4.27,"PC","1990",49000,4.69019608002851
"108156","Congo_Brazzaville",-15.29,-4.27,"T1","1990",1900000,6.27875360095283
"108157","Congo_Brazzaville",-15.29,-4.27,"T2","1990",187000,5.2718416065365
"108170","Congo_Kinshasa",-15.32,-4.31,"OUSAID","1990",30819000,7.4888185428338
"108171","Congo_Kinshasa",-15.32,-4.31,"PC","1990",3046000,6.48372989900002
"108173","Congo_Kinshasa",-15.32,-4.31,"T1","1990",1.6e+07,7.20411998265593
"108174","Congo_Kinshasa",-15.32,-4.31,"T2","1990",413000,5.6159500516564
"108178","Costa_Rica",83.88,10,"ESFSS","1990",64894000,7.81220454445291
"108181","Costa_Rica",83.88,10,"NC","1990",190000,5.27875360095283
"108182","Costa_Rica",83.88,10,"OAGP","1990",334000,5.52374646681156
"108184","Costa_Rica",83.88,10,"OUSAID","1990",12642000,7.10181578599174
"108185","Costa_Rica",83.88,10,"PC","1990",2241000,6.35044185653506
"108187","Costa_Rica",83.88,10,"T1","1990",1.5e+07,7.17609125905568
"108188","Costa_Rica",83.88,10,"T2","1990",207000,5.31597034545692
"108192","Cote_d_Ivoire",5.55,7.6,"ESFSS","1990",7e+06,6.84509804001426
"108201","Cote_d_Ivoire",5.55,7.6,"OUSAID","1990",3810000,6.58092497567562
"108202","Cote_d_Ivoire",5.55,7.6,"PC","1990",493000,5.69284691927723
"108204","Cote_d_Ivoire",5.55,7.6,"T1","1990",1.5e+07,7.17609125905568
"108205","Cote_d_Ivoire",5.55,7.6,"T2","1990",851000,5.92992956008459
"108221","Cuba",79.01,22.1,"OSA","1990",180000,5.25527250510331
"108226","Cyprus",-33.29,35.05,"ESFSS","1990",4979000,6.69714212627546
"108247","Djibouti",-42.63,11.74,"ESFSS","1990",3229000,6.50906804501716
"108255","Djibouti",-42.63,11.74,"OUSAID","1990",45000,4.65321251377534
"108272","Dominican_Republic",70.34,19.05,"NC","1990",448000,5.65127801399814
"108274","Dominican_Republic",70.34,19.05,"OAGP","1990",374000,5.57287160220048
"108275","Dominican_Republic",70.34,19.05,"OSA","1990",40000,4.60205999132796
"108276","Dominican_Republic",70.34,19.05,"OUSAID","1990",17996000,7.25517598449353
"108277","Dominican_Republic",70.34,19.05,"PC","1990",2245000,6.35121634533934
"108280","Dominican_Republic",70.34,19.05,"T2","1990",5026000,6.70122248425656
"108300","Eastern_Europe_not_specified",-22.78,49.58,"OSA","1990",1184985,6.07371285291282
"108302","Eastern_Europe_not_specified",-22.78,49.58,"PC","1990",332000,5.52113808370404
"108309","Ecuador",78.87,-1.42,"ESFSS","1990",116000,5.06445798922692
"108313","Ecuador",78.87,-1.42,"NC","1990",1400000,6.14612803567824
"108315","Ecuador",78.87,-1.42,"OAGP","1990",52000,4.7160033436348
"108316","Ecuador",78.87,-1.42,"OSA","1990",151550,5.18055594070364
"108317","Ecuador",78.87,-1.42,"OUSAID","1990",17037000,7.23139312340312
"108319","Ecuador",78.87,-1.42,"PC","1990",2390000,6.37839790094814
"108320","Ecuador",78.87,-1.42,"S416","1990",2550000,6.40654018043396
"108322","Ecuador",78.87,-1.42,"T2","1990",335000,5.52504480703685
"108326","Egypt",-29.87,26.75,"ESFSS","1990",898389000,8.95346442572385
"108334","Egypt",-29.87,26.75,"OUSAID","1990",2119000,6.32613095671079
"108336","Egypt",-29.87,26.75,"T1","1990",192850000,8.28521964320206
"108341","El_Salvador",88.87,13.67,"ESFSS","1990",136355000,8.13467106770923
"108347","El_Salvador",88.87,13.67,"NC","1990",120000,5.07918124604763
"108350","El_Salvador",88.87,13.67,"OSA","1990",75000,4.8750612633917
"108351","El_Salvador",88.87,13.67,"OUSAID","1990",63355000,7.80178089525293
"108354","El_Salvador",88.87,13.67,"T1","1990",40200000,7.60422605308447
